  2044.9  588.2  425.8  -189.1  -209.8
  -2143.7  -686.2  883.6  -565.9  -441.5
  -177.8  -464.6  707.5  736.3  38.2
  -2186.2  450.5  -184.0  443.7  -325.3
  -878.6  -545.8  115.7  296.4  437.5
  563.2  -1045.4  281.2  620.5  142.7
  403.1  66.8  340.6  -135.5  521.2
  -1988.9  -801.8  -1437.3  -148.8  61.6
  132.8  563.7  125.3  68.2  611.5
  -2787.3  -213.4  7.8  169.4  -202.3
  283.4  3936.9  -0.9  276.2  -159.6
  761.6  256.0  -2153.6  -418.8  28.2
  -498.3  244.7  966.5  -1142.3  182.6
  2366.2  -1193.7  -165.5  270.6  -344.9
  1917.8  -782.0  -82.9  -196.8  -89.9
  2187.7  -373.9  170.1  -84.1  -250.2
