0.0130338	-0.0078431	-0.0031889	-0.0447693	0.0052151
0.0084862	0.0166886	-0.0062100	0.0119560	0.0134890
-0.0179153	-0.0086393	0.0100360	0.0000000	-0.0061428
0.0215589	-0.0034858	0.0174353	-0.0285917	-0.0069534
0.0108225	0.0037167	-0.0101345	0.0291900	0.0409751
0.0101713	-0.0121978	-0.0083768	0.0137083	0.0029895
0.0111288	0.0280044	0.0080721	0.0305433	0.0032290
0.0484801	-0.0051480	0.0182495	0.0063348	0.0076752
-0.0344914	-0.0137991	-0.0080468	-0.0299011	-0.0108108
-0.0046596	0.0209882	-0.0060841	-0.0203940	-0.0126677
-0.0018205	-0.0055675	-0.0107587	-0.0089898	-0.0183648
0.0148515	0.0346684	-0.0060004	0.0362855	0.0287032
-0.0092426	-0.0052029	0.0047161	0.0264916	0.0129547
-0.0458668	-0.0278243	-0.0142696	0.0374776	0.0332022
-0.0244432	-0.0182914	0.0059048	-0.0259572	-0.0202333
-0.0183742	-0.0140289	0.0011361	0.0073284	-0.0097182
-0.0297788	-0.0284571	-0.0164555	0.0310847	0.0164377
-0.0225080	-0.0228833	0.0344231	-0.0062006	0.0067584
0.0119617	-0.0067916	0.0185908	-0.0193632	-0.0153440
0.0209811	0.0240509	0.0129586	0.0355419	0.0150962
0.0118669	0.0025328	-0.0036036	0.0021186	0.0028784
0.0140160	0.0172255	0.0003617	0.0150106	0.0141115
-0.0149506	0.0031610	-0.0001808	0.0310352	0.0226415
0.0203322	-0.0148548	-0.0182607	-0.0028283	-0.0161439
0.0112265	-0.0221613	-0.0051565	-0.0247164	0.0105485
-0.0327505	-0.0158879	-0.0037023	0.0143332	0.0164695
-0.0261119	-0.0313390	0.0156076	0.0024575	0.0082154
0.0182675	0.0156863	-0.0219539	-0.0498468	-0.0110910
0.0219907	0.0043436	0.0136551	0.0152655	0.0217441
-0.0331257	-0.0204229	-0.0101495	-0.0186362	-0.0255376
0.0213763	0.0188864	0.0210664	0.0228744	0.0013793
