18  152.0  1.6  198.4  0.0  0
19  138.0  0.4  180.8  1.6  0
20  144.0  0.0  186.4  0.8  0
20  143.6  3.2  194.8  0.0  0
20  148.8  0.0  217.6  0.0  0
21  141.6  0.8  181.6  0.8  0
21  136.0  1.6  180.0  0.8  0
21  137.6  1.6  185.6  3.2  0
22  140.4  3.2  182.0  3.2  0
22  137.2  0.0  181.8  0.2  0
22  125.4  1.0  169.2  0.0  0
22  142.4  4.8  185.6  0.0  0
22  150.4  0.0  214.4  3.2  0
22  145.6  1.6  203.6  5.2  0
23  147.2  3.2  196.8  1.6  0
23  139.2  1.6  179.2  0.0  0
24  169.6  0.0  204.8  0.0  0
24  139.2  1.6  176.0  3.2  0
24  153.6  0.0  212.0  0.8  0
25  146.8  0.0  194.8  3.2  0
25  139.2  1.6  198.4  3.2  0
25  136.0  1.6  181.6  2.4  0
26  138.8  1.6  191.6  0.0  0
26  150.4  0.0  205.2  0.4  0
26  139.0  1.4  178.6  0.2  0
27  133.8  0.2  180.8  0.0  0
27  139.0  1.8  190.4  1.6  0
28  136.0  1.6  193.2  3.6  0
28  146.4  0.8  195.6  2.8  0
29  145.2  4.8  194.2  3.8  0
29  146.4  0.8  208.2  0.2  0
29  138.0  2.8  181.2  0.4  0
30  148.8  1.6  196.4  1.6  0
31  137.2  0.0  184.0  0.0  0
31  147.2  0.0  197.6  0.8  0
32  144.0  0.0  185.8  0.2  0
32  156.0  0.0  192.8  2.4  0
34  137.0  0.2  182.4  0.0  0
35  143.2  2.4  184.0  1.6  0
36  141.6  0.8  187.2  1.6  0
37  152.0  1.6  189.2  2.8  0
39  157.4  3.4  227.0  2.6  0
40  141.4  0.6  209.2  1.6  0
42  156.0  2.4  195.2  3.2  0
43  150.4  1.6  180.0  0.8  0
43  142.4  1.6  188.8  0.0  0
46  158.0  2.0  192.0  3.2  0
48  130.0  3.6  190.0  0.4  0
49  152.2  1.4  200.0  4.8  0
49  150.0  3.2  206.6  2.2  0
50  146.4  2.4  191.6  2.8  0
54  146.0  1.2  203.2  1.6  0
55  140.8  0.0  184.0  1.6  0
56  140.4  0.4  203.2  1.6  0
56  155.8  3.0  187.8  2.6  0
56  141.6  0.8  196.8  1.6  0
57  144.8  0.8  188.0  0.8  0
57  146.8  3.2  191.6  0.0  0
59  176.8  2.4  232.8  0.8  0
60  171.0  1.8  202.0  3.6  0
60  163.2  0.0  224.0  0.0  0
60  171.6  1.2  213.8  3.4  0
60  146.4  4.0  203.2  4.8  0
62  146.8  3.6  201.6  3.2  0
67  154.4  2.4  205.2  6.0  0
69  171.2  1.6  210.4  0.8  0
73  157.2  0.4  204.8  0.0  0
74  175.2  5.6  235.6  0.4  0
79  155.0  1.4  204.4  0.0  0
23  148.0  0.8  205.4  0.6  1
25  195.2  3.2  262.8  0.4  1
25  158.0  8.0  209.8  12.2  1
28  134.4  0.0  198.4  3.2  1
29  190.2  14.2  243.8  10.6  1
29  160.4  18.4  222.8  31.2  1
31  227.8  90.2  270.2  83.0  1
34  211.0  3.0  250.8  5.2  1
35  204.8  12.8  254.4  11.2  1
36  141.2  6.8  194.4  21.6  1
39  157.4  3.4  227.0  2.6  1
42  166.4  0.0  226.0  0.0  1
43  191.8  35.4  243.6  40.8  1
44  156.8  0.0  203.2  0.0  1
44  202.8  29.2  246.4  24.8  1
44  165.2  18.4  254.0  46.4  1
45  162.0  5.6  224.4  8.8  1
45  138.4  0.8  176.8  4.0  1
45  158.4  1.6  214.4  0.0  1
46  155.4  1.8  201.2  6.0  1
46  214.8  9.2  290.6  0.6  1
47  185.0  19.0  274.4  7.6  1
48  236.0  20.0  328.0  0.0  1
57  170.8  24.0  228.4  33.6  1
57  165.6  16.8  229.2  15.6  1
58  238.4  8.0  304.4  6.0  1
58  164.0  0.8  216.8  0.8  1
58  169.8  0.0  219.2  1.6  1
59  199.8  4.6  250.2  1.0  1
